sex,year,name,frequency,State,rank,percentage
F,1910,Nellie,35,MI,89,0.29
F,1910,Norma,21,MI,136,0.174
F,1910,Nina,17,MI,159,0.141
F,1910,Naomi,13,MI,195,0.108
F,1910,Nancy,12,MI,207,0.099
F,1910,Nora,11,MI,219,0.091
F,1910,Natalie,7,MI,301,0.058
F,1910,Nettie,7,MI,301,0.058
F,1910,Neva,5,MI,368,0.041
F,1910,Nona,5,MI,368,0.041
F,1911,Nellie,37,MI,86,0.286
F,1911,Norma,25,MI,122,0.193
F,1911,Nina,13,MI,201,0.1
F,1911,Nettie,11,MI,239,0.085
F,1911,Nora,10,MI,253,0.077
F,1911,Neva,9,MI,266,0.069
F,1911,Nancy,7,MI,310,0.054
F,1911,Natalie,7,MI,310,0.054
F,1911,Naomi,5,MI,376,0.039
F,1911,Norine,5,MI,376,0.039
F,1912,Nellie,48,MI,120,0.218
F,1912,Norma,28,MI,174,0.127
F,1912,Naomi,19,MI,237,0.086
F,1912,Nina,17,MI,255,0.077
F,1912,Nettie,15,MI,275,0.068
F,1912,Nora,15,MI,275,0.068
F,1912,Neva,9,MI,383,0.041
F,1912,Nancy,6,MI,460,0.027
F,1912,Nadine,5,MI,504,0.023
F,1913,Nellie,63,MI,112,0.229
F,1913,Norma,29,MI,198,0.106
F,1913,Nina,20,MI,251,0.073
F,1913,Neva,16,MI,289,0.058
F,1913,Nancy,15,MI,303,0.055
F,1913,Naomi,15,MI,303,0.055
F,1913,Nettie,13,MI,333,0.047
F,1913,Nora,13,MI,333,0.047
F,1913,Norine,10,MI,391,0.036
F,1914,Nellie,59,MI,132,0.175
F,1914,Norma,53,MI,146,0.157
F,1914,Nancy,19,MI,307,0.056
F,1914,Nettie,18,MI,318,0.053
F,1914,Neva,18,MI,318,0.053
F,1914,Nina,18,MI,318,0.053
F,1914,Nora,18,MI,318,0.053
F,1914,Naomi,17,MI,332,0.05
F,1914,Nona,6,MI,578,0.018
F,1914,Norine,6,MI,578,0.018
F,1914,Nola,5,MI,635,0.015
F,1915,Norma,83,MI,144,0.16
F,1915,Nellie,81,MI,145,0.156
F,1915,Nina,33,MI,266,0.063
F,1915,Naomi,30,MI,289,0.058
F,1915,Nora,27,MI,308,0.052
F,1915,Nettie,19,MI,386,0.037
F,1915,Nancy,18,MI,401,0.035
F,1915,Neva,17,MI,410,0.033
F,1915,Natalie,12,MI,495,0.023
F,1915,Nelda,10,MI,556,0.019
F,1915,Norene,7,MI,668,0.013
F,1915,Neoma,6,MI,724,0.012
F,1915,Nola,6,MI,724,0.012
F,1915,Nona,6,MI,724,0.012
F,1915,Norine,5,MI,794,0.01
F,1916,Nellie,92,MI,143,0.154
F,1916,Norma,78,MI,166,0.13
F,1916,Nina,34,MI,297,0.057
F,1916,Nancy,33,MI,301,0.055
F,1916,Naomi,33,MI,301,0.055
F,1916,Nora,25,MI,356,0.042
F,1916,Nettie,20,MI,400,0.033
F,1916,Neva,20,MI,400,0.033
F,1916,Natalie,17,MI,438,0.028
F,1916,Nadine,7,MI,710,0.012
F,1916,Nona,7,MI,710,0.012
F,1916,Norene,7,MI,710,0.012
F,1916,Norine,7,MI,710,0.012
F,1916,Nelda,6,MI,776,0.01
F,1916,Nell,6,MI,776,0.01
F,1916,Nella,6,MI,776,0.01
F,1917,Norma,95,MI,146,0.15
F,1917,Nellie,90,MI,150,0.142
F,1917,Naomi,46,MI,256,0.072
F,1917,Nina,42,MI,270,0.066
F,1917,Nancy,36,MI,293,0.057
F,1917,Nora,33,MI,309,0.052
F,1917,Neva,24,MI,374,0.038
F,1917,Natalie,16,MI,464,0.025
F,1917,Nettie,14,MI,511,0.022
F,1917,Norine,11,MI,587,0.017
F,1917,Noreen,10,MI,615,0.016
F,1917,Nadine,8,MI,687,0.013
F,1917,Nelda,8,MI,687,0.013
F,1917,Nila,6,MI,795,0.009
F,1917,Neoma,5,MI,892,0.008
F,1917,Nona,5,MI,892,0.008
F,1918,Norma,129,MI,129,0.186
F,1918,Nellie,88,MI,165,0.127
F,1918,Nina,47,MI,256,0.068
F,1918,Naomi,39,MI,295,0.056
F,1918,Nancy,37,MI,308,0.053
F,1918,Neva,23,MI,398,0.033
F,1918,Nora,23,MI,398,0.033
F,1918,Nettie,18,MI,443,0.026
F,1918,Natalie,14,MI,506,0.02
F,1918,Nadine,10,MI,633,0.014
F,1918,Nola,9,MI,666,0.013
F,1918,Norene,7,MI,751,0.01
F,1918,Norine,7,MI,751,0.01
F,1918,Nathalie,6,MI,824,0.009
F,1918,Nelda,6,MI,824,0.009
F,1918,Nona,6,MI,824,0.009
F,1918,Noreen,6,MI,824,0.009
F,1918,Nedra,5,MI,914,0.007
F,1918,Nila,5,MI,914,0.007
F,1919,Norma,150,MI,107,0.238
F,1919,Nellie,73,MI,178,0.116
F,1919,Nina,38,MI,272,0.06
F,1919,Naomi,31,MI,309,0.049
F,1919,Nancy,29,MI,326,0.046
F,1919,Neva,22,MI,378,0.035
F,1919,Nettie,20,MI,403,0.032
F,1919,Nora,19,MI,411,0.03
F,1919,Natalie,12,MI,538,0.019
F,1919,Nadine,8,MI,652,0.013
F,1919,Nan,7,MI,705,0.011
F,1920,Norma,139,MI,123,0.194
F,1920,Nellie,75,MI,194,0.105
F,1920,Nancy,54,MI,241,0.076
F,1920,Naomi,48,MI,256,0.067
F,1920,Nora,36,MI,299,0.05
F,1920,Nina,35,MI,306,0.049
F,1920,Nettie,30,MI,335,0.042
F,1920,Neva,27,MI,361,0.038
F,1920,Natalie,18,MI,453,0.025
F,1920,Nona,8,MI,694,0.011
F,1920,Norine,8,MI,694,0.011
F,1920,Norene,7,MI,758,0.01
F,1920,Nelda,6,MI,825,0.008
F,1920,Nell,5,MI,910,0.007
F,1920,Nella,5,MI,910,0.007
F,1920,Nola,5,MI,910,0.007
F,1921,Norma,198,MI,96,0.265
F,1921,Nancy,82,MI,186,0.11
F,1921,Nellie,81,MI,194,0.108
F,1921,Naomi,48,MI,264,0.064
F,1921,Nina,46,MI,273,0.061
F,1921,Nora,32,MI,334,0.043
F,1921,Natalie,23,MI,404,0.031
F,1921,Nettie,20,MI,437,0.027
F,1921,Neva,13,MI,547,0.017
F,1921,Nadine,9,MI,660,0.012
F,1921,Noreen,9,MI,660,0.012
F,1921,Norine,9,MI,660,0.012
F,1921,Nan,7,MI,777,0.009
F,1921,Nelda,7,MI,777,0.009
F,1921,Nella,6,MI,843,0.008
F,1921,Nila,6,MI,843,0.008
F,1921,Nona,6,MI,843,0.008
F,1921,Nathalie,5,MI,927,0.007
F,1921,Nola,5,MI,927,0.007
F,1922,Norma,205,MI,86,0.286
F,1922,Nancy,78,MI,194,0.109
F,1922,Nellie,49,MI,250,0.068
F,1922,Naomi,34,MI,312,0.047
F,1922,Nina,32,MI,325,0.045
F,1922,Nora,27,MI,357,0.038
F,1922,Natalie,23,MI,399,0.032
F,1922,Neva,19,MI,438,0.027
F,1922,Nettie,17,MI,467,0.024
F,1922,Noreen,17,MI,467,0.024
F,1922,Nona,9,MI,646,0.013
F,1922,Norine,8,MI,692,0.011
F,1922,Nell,7,MI,746,0.01
F,1922,Nola,7,MI,746,0.01
F,1922,Nadine,6,MI,813,0.008
F,1922,Nelda,6,MI,813,0.008
F,1923,Norma,221,MI,79,0.297
F,1923,Nancy,97,MI,166,0.13
F,1923,Nellie,76,MI,199,0.102
F,1923,Nina,37,MI,303,0.05
F,1923,Naomi,27,MI,366,0.036
F,1923,Neva,22,MI,414,0.03
F,1923,Nora,21,MI,424,0.028
F,1923,Noreen,19,MI,441,0.026
F,1923,Natalie,17,MI,469,0.023
F,1923,Nettie,14,MI,527,0.019
F,1923,Norine,10,MI,631,0.013
F,1923,Nadine,8,MI,714,0.011
F,1923,Norene,8,MI,714,0.011
F,1923,Nathalie,7,MI,765,0.009
F,1923,Neoma,6,MI,823,0.008
F,1923,Nita,5,MI,926,0.007
F,1924,Norma,231,MI,83,0.29
F,1924,Nancy,123,MI,148,0.154
F,1924,Nellie,62,MI,226,0.078
F,1924,Nina,35,MI,317,0.044
F,1924,Naomi,29,MI,367,0.036
F,1924,Natalie,29,MI,367,0.036
F,1924,Nora,27,MI,386,0.034
F,1924,Noreen,18,MI,474,0.023
F,1924,Neva,17,MI,489,0.021
F,1924,Norine,12,MI,577,0.015
F,1924,Nadine,11,MI,612,0.014
F,1924,Nettie,11,MI,612,0.014
F,1924,Nona,8,MI,733,0.01
F,1924,Norene,8,MI,733,0.01
F,1924,Neoma,6,MI,844,0.008
F,1924,Nella,5,MI,925,0.006
F,1924,Nola,5,MI,925,0.006
F,1925,Norma,253,MI,73,0.315
F,1925,Nancy,132,MI,140,0.164
F,1925,Nellie,56,MI,248,0.07
F,1925,Nora,44,MI,287,0.055
F,1925,Naomi,39,MI,313,0.049
F,1925,Nina,35,MI,331,0.044
F,1925,Natalie,32,MI,354,0.04
F,1925,Nettie,18,MI,477,0.022
F,1925,Noreen,14,MI,544,0.017
F,1925,Nadine,13,MI,565,0.016
F,1925,Norine,13,MI,565,0.016
F,1925,Neva,11,MI,612,0.014
F,1925,Nathalie,9,MI,685,0.011
F,1925,Nanette,7,MI,787,0.009
F,1925,Nona,6,MI,843,0.007
F,1925,Nell,5,MI,916,0.006
F,1925,Noralee,5,MI,916,0.006
F,1925,Norene,5,MI,916,0.006
F,1926,Norma,298,MI,64,0.364
F,1926,Nancy,134,MI,139,0.164
F,1926,Nellie,52,MI,255,0.064
F,1926,Naomi,44,MI,282,0.054
F,1926,Nina,38,MI,310,0.046
F,1926,Nora,38,MI,310,0.046
F,1926,Nadine,20,MI,454,0.024
F,1926,Natalie,19,MI,469,0.023
F,1926,Noreen,19,MI,469,0.023
F,1926,Norine,16,MI,521,0.02
F,1926,Neva,15,MI,538,0.018
F,1926,Nelda,11,MI,617,0.013
F,1926,Nettie,11,MI,617,0.013
F,1926,Nathalie,10,MI,648,0.012
F,1926,Nona,10,MI,648,0.012
F,1926,Norene,10,MI,648,0.012
F,1926,Neoma,8,MI,732,0.01
F,1926,Nita,6,MI,862,0.007
F,1926,Nola,6,MI,862,0.007
F,1926,Nan,5,MI,938,0.006
F,1926,Nanette,5,MI,938,0.006
F,1926,Narice,5,MI,938,0.006
F,1927,Norma,352,MI,52,0.42
F,1927,Nancy,185,MI,102,0.221
F,1927,Nellie,54,MI,249,0.064
F,1927,Naomi,46,MI,276,0.055
F,1927,Nina,45,MI,281,0.054
F,1927,Nora,32,MI,348,0.038
F,1927,Natalie,26,MI,392,0.031
F,1927,Noreen,23,MI,414,0.027
F,1927,Nadine,19,MI,481,0.023
F,1927,Nettie,16,MI,527,0.019
F,1927,Nola,11,MI,621,0.013
F,1927,Nelda,10,MI,647,0.012
F,1927,Neva,10,MI,647,0.012
F,1927,Norene,10,MI,647,0.012
F,1927,Nona,9,MI,683,0.011
F,1927,Norine,9,MI,683,0.011
F,1927,Nila,6,MI,860,0.007
F,1927,Nella,5,MI,948,0.006
F,1928,Norma,385,MI,46,0.464
F,1928,Nancy,235,MI,80,0.283
F,1928,Nina,50,MI,253,0.06
F,1928,Naomi,39,MI,299,0.047
F,1928,Nellie,36,MI,314,0.043
F,1928,Nora,34,MI,327,0.041
F,1928,Natalie,23,MI,417,0.028
F,1928,Noreen,18,MI,487,0.022
F,1928,Nettie,14,MI,546,0.017
F,1928,Nadine,11,MI,612,0.013
F,1928,Nola,11,MI,612,0.013
F,1928,Norene,11,MI,612,0.013
F,1928,Nan,9,MI,675,0.011
F,1928,Neva,9,MI,675,0.011
F,1928,Nona,9,MI,675,0.011
F,1928,Norine,8,MI,731,0.01
F,1928,Nelda,7,MI,791,0.008
F,1928,Nila,6,MI,862,0.007
F,1929,Norma,366,MI,50,0.435
F,1929,Nancy,290,MI,62,0.345
F,1929,Nellie,48,MI,267,0.057
F,1929,Naomi,40,MI,306,0.048
F,1929,Nora,34,MI,339,0.04
F,1929,Nina,33,MI,342,0.039
F,1929,Natalie,22,MI,438,0.026
F,1929,Noreen,20,MI,454,0.024
F,1929,Neva,15,MI,531,0.018
F,1929,Nadine,12,MI,593,0.014
F,1929,Norene,12,MI,593,0.014
F,1929,Norine,11,MI,621,0.013
F,1929,Nettie,9,MI,692,0.011
F,1929,Nell,7,MI,784,0.008
F,1929,Nona,7,MI,784,0.008
F,1929,Nan,6,MI,854,0.007
F,1929,Neoma,6,MI,854,0.007
F,1929,Nola,6,MI,854,0.007
F,1929,Naida,5,MI,930,0.006
F,1929,Nila,5,MI,930,0.006
F,1929,Norrine,5,MI,930,0.006
F,1930,Nancy,429,MI,40,0.508
F,1930,Norma,374,MI,49,0.443
F,1930,Nellie,44,MI,278,0.052
F,1930,Nina,40,MI,294,0.047
F,1930,Naomi,39,MI,297,0.046
F,1930,Nora,21,MI,445,0.025
F,1930,Natalie,18,MI,489,0.021
F,1930,Noreen,18,MI,489,0.021
F,1930,Neva,16,MI,512,0.019
F,1930,Nola,16,MI,512,0.019
F,1930,Nelda,14,MI,549,0.017
F,1930,Norene,12,MI,591,0.014
F,1930,Nadine,11,MI,617,0.013
F,1930,Nettie,10,MI,648,0.012
F,1930,Nona,10,MI,648,0.012
F,1930,Nan,9,MI,688,0.011
F,1930,Norine,8,MI,734,0.009
F,1930,Nanette,6,MI,842,0.007
F,1930,Neoma,6,MI,842,0.007
F,1930,Nedra,5,MI,930,0.006
F,1931,Nancy,506,MI,32,0.653
F,1931,Norma,357,MI,45,0.461
F,1931,Naomi,30,MI,330,0.039
F,1931,Nellie,29,MI,337,0.037
F,1931,Nora,25,MI,372,0.032
F,1931,Natalie,24,MI,384,0.031
F,1931,Nina,24,MI,384,0.031
F,1931,Neva,19,MI,437,0.025
F,1931,Noreen,19,MI,437,0.025
F,1931,Norene,17,MI,469,0.022
F,1931,Nadine,15,MI,503,0.019
F,1931,Nona,14,MI,526,0.018
F,1931,Nelda,12,MI,564,0.015
F,1931,Nettie,9,MI,649,0.012
F,1931,Norine,7,MI,739,0.009
F,1931,Nanette,6,MI,796,0.008
F,1931,Nada,5,MI,874,0.006
F,1931,Nadene,5,MI,874,0.006
F,1932,Nancy,550,MI,28,0.74
F,1932,Norma,336,MI,44,0.452
F,1932,Nina,42,MI,267,0.057
F,1932,Naomi,33,MI,312,0.044
F,1932,Nellie,32,MI,318,0.043
F,1932,Nora,29,MI,336,0.039
F,1932,Noreen,26,MI,363,0.035
F,1932,Natalie,21,MI,408,0.028
F,1932,Nadine,20,MI,426,0.027
F,1932,Neva,8,MI,669,0.011
F,1932,Nathalie,6,MI,775,0.008
F,1932,Nelda,6,MI,775,0.008
F,1932,Nona,6,MI,775,0.008
F,1932,Norene,6,MI,775,0.008
F,1933,Nancy,667,MI,18,0.948
F,1933,Norma,309,MI,46,0.439
F,1933,Nora,38,MI,272,0.054
F,1933,Naomi,34,MI,293,0.048
F,1933,Noreen,31,MI,307,0.044
F,1933,Nellie,23,MI,369,0.033
F,1933,Nina,23,MI,369,0.033
F,1933,Natalie,16,MI,461,0.023
F,1933,Nadine,13,MI,520,0.018
F,1933,Nelda,10,MI,591,0.014
F,1933,Nan,9,MI,619,0.013
F,1933,Neva,9,MI,619,0.013
F,1933,Nola,9,MI,619,0.013
F,1933,Nona,7,MI,693,0.01
F,1933,Norine,7,MI,693,0.01
F,1933,Nanette,5,MI,821,0.007
F,1934,Nancy,776,MI,16,1.05
F,1934,Norma,296,MI,50,0.4
F,1934,Naomi,33,MI,298,0.045
F,1934,Nadine,25,MI,349,0.034
F,1934,Nellie,24,MI,357,0.032
F,1934,Noreen,23,MI,367,0.031
F,1934,Nora,22,MI,378,0.03
F,1934,Nina,20,MI,407,0.027
F,1934,Norene,13,MI,536,0.018
F,1934,Norine,12,MI,552,0.016
F,1934,Nila,11,MI,566,0.015
F,1934,Natalie,10,MI,600,0.014
F,1934,Nona,9,MI,629,0.012
F,1934,Neva,7,MI,719,0.009
F,1934,Nola,7,MI,719,0.009
F,1934,Nan,6,MI,773,0.008
F,1934,Nathalie,5,MI,839,0.007
F,1934,Nelda,5,MI,839,0.007
F,1934,Nettie,5,MI,839,0.007
F,1935,Nancy,892,MI,14,1.153
F,1935,Norma,254,MI,67,0.328
F,1935,Nina,37,MI,288,0.048
F,1935,Naomi,30,MI,321,0.039
F,1935,Noreen,27,MI,337,0.035
F,1935,Nellie,26,MI,352,0.034
F,1935,Nora,24,MI,367,0.031
F,1935,Nadine,17,MI,446,0.022
F,1935,Natalie,16,MI,465,0.021
F,1935,Neva,11,MI,570,0.014
F,1935,Nona,11,MI,570,0.014
F,1935,Nita,9,MI,638,0.012
F,1935,Nola,7,MI,723,0.009
F,1935,Nan,6,MI,771,0.008
F,1935,Norene,6,MI,771,0.008
F,1935,Norine,6,MI,771,0.008
F,1935,Norita,6,MI,771,0.008
F,1935,Nancie,5,MI,845,0.006
F,1936,Nancy,1045,MI,12,1.33
F,1936,Norma,238,MI,76,0.303
F,1936,Nina,39,MI,283,0.05
F,1936,Naomi,34,MI,306,0.043
F,1936,Noreen,28,MI,333,0.036
F,1936,Nellie,24,MI,368,0.031
F,1936,Nadine,20,MI,414,0.025
F,1936,Nora,17,MI,457,0.022
F,1936,Neva,10,MI,598,0.013
F,1936,Nona,10,MI,598,0.013
F,1936,Nanette,9,MI,637,0.011
F,1936,Natalie,9,MI,637,0.011
F,1936,Norine,9,MI,637,0.011
F,1936,Nola,8,MI,682,0.01
F,1936,Nan,7,MI,735,0.009
F,1936,Nancie,7,MI,735,0.009
F,1936,Nelda,7,MI,735,0.009
F,1936,Norene,7,MI,735,0.009
F,1936,Nancee,6,MI,794,0.008
F,1936,Nettie,6,MI,794,0.008
F,1936,Nedra,5,MI,873,0.006
F,1937,Nancy,1115,MI,12,1.365
F,1937,Norma,242,MI,74,0.296
F,1937,Nina,29,MI,342,0.036
F,1937,Nellie,28,MI,347,0.034
F,1937,Nora,24,MI,379,0.029
F,1937,Noreen,24,MI,379,0.029
F,1937,Naomi,20,MI,423,0.024
F,1937,Nadine,10,MI,615,0.012
F,1937,Nancie,10,MI,615,0.012
F,1937,Nola,10,MI,615,0.012
F,1937,Natalie,9,MI,645,0.011
F,1937,Norene,9,MI,645,0.011
F,1937,Nan,8,MI,684,0.01
F,1937,Nona,8,MI,684,0.01
F,1937,Nannette,6,MI,801,0.007
F,1937,Nance,5,MI,888,0.006
F,1937,Nedra,5,MI,888,0.006
F,1937,Noreta,5,MI,888,0.006
F,1937,Norine,5,MI,888,0.006
F,1937,Norita,5,MI,888,0.006
F,1938,Nancy,1144,MI,13,1.321
F,1938,Norma,252,MI,75,0.291
F,1938,Nora,41,MI,290,0.047
F,1938,Nina,30,MI,353,0.035
F,1938,Naomi,24,MI,394,0.028
F,1938,Noreen,24,MI,394,0.028
F,1938,Nadine,17,MI,482,0.02
F,1938,Nellie,16,MI,498,0.018
F,1938,Natalie,12,MI,588,0.014
F,1938,Nola,10,MI,640,0.012
F,1938,Norene,10,MI,640,0.012
F,1938,Nona,8,MI,712,0.009
F,1938,Nan,7,MI,769,0.008
F,1938,Nettie,7,MI,769,0.008
F,1938,Neva,7,MI,769,0.008
F,1938,Nancie,5,MI,924,0.006
F,1939,Nancy,1166,MI,14,1.37
F,1939,Norma,214,MI,86,0.252
F,1939,Noreen,31,MI,340,0.036
F,1939,Nora,24,MI,385,0.028
F,1939,Nina,22,MI,411,0.026
F,1939,Naomi,18,MI,446,0.021
F,1939,Natalie,18,MI,446,0.021
F,1939,Nadine,15,MI,512,0.018
F,1939,Nellie,15,MI,512,0.018
F,1939,Norene,12,MI,581,0.014
F,1939,Nan,10,MI,643,0.012
F,1939,Nanette,9,MI,672,0.011
F,1939,Neva,9,MI,672,0.011
F,1939,Nola,8,MI,711,0.009
F,1939,Nettie,7,MI,771,0.008
F,1939,Noel,6,MI,825,0.007
F,1939,Nedra,5,MI,896,0.006
F,1939,Nelda,5,MI,896,0.006
F,1940,Nancy,1221,MI,14,1.36
F,1940,Norma,205,MI,92,0.228
F,1940,Nina,26,MI,374,0.029
F,1940,Noreen,23,MI,407,0.026
F,1940,Naomi,22,MI,416,0.025
F,1940,Nora,20,MI,439,0.022
F,1940,Nadine,15,MI,511,0.017
F,1940,Natalie,14,MI,536,0.016
F,1940,Nellie,12,MI,572,0.013
F,1940,Neva,9,MI,682,0.01
F,1940,Nola,8,MI,721,0.009
F,1940,Nona,7,MI,768,0.008
F,1940,Norene,7,MI,768,0.008
F,1940,Nannette,6,MI,835,0.007
F,1940,Norine,6,MI,835,0.007
F,1940,Nada,5,MI,929,0.006
F,1940,Nelda,5,MI,929,0.006
F,1941,Nancy,1176,MI,16,1.203
F,1941,Norma,174,MI,115,0.178
F,1941,Nina,32,MI,349,0.033
F,1941,Nellie,23,MI,418,0.024
F,1941,Naomi,20,MI,465,0.02
F,1941,Nora,19,MI,476,0.019
F,1941,Noreen,18,MI,492,0.018
F,1941,Nola,13,MI,576,0.013
F,1941,Nadine,11,MI,619,0.011
F,1941,Natalie,9,MI,697,0.009
F,1941,Nelda,9,MI,697,0.009
F,1941,Nan,7,MI,802,0.007
F,1941,Norene,7,MI,802,0.007
F,1941,Nancee,5,MI,948,0.005
F,1941,Nanette,5,MI,948,0.005
F,1942,Nancy,1382,MI,16,1.216
F,1942,Norma,200,MI,110,0.176
F,1942,Nina,27,MI,412,0.024
F,1942,Nadine,26,MI,422,0.023
F,1942,Nora,25,MI,432,0.022
F,1942,Noreen,25,MI,432,0.022
F,1942,Naomi,22,MI,476,0.019
F,1942,Nellie,15,MI,580,0.013
F,1942,Natalie,14,MI,604,0.012
F,1942,Nan,13,MI,624,0.011
F,1942,Nola,11,MI,682,0.01
F,1942,Nelda,10,MI,718,0.009
F,1942,Nona,8,MI,819,0.007
F,1942,Nanette,7,MI,872,0.006
F,1942,Nicole,7,MI,872,0.006
F,1942,Norine,7,MI,872,0.006
F,1942,Nila,5,MI,1030,0.004
F,1942,Noel,5,MI,1030,0.004
F,1942,Norene,5,MI,1030,0.004
F,1943,Nancy,1377,MI,18,1.198
F,1943,Norma,172,MI,128,0.15
F,1943,Nora,33,MI,383,0.029
F,1943,Noreen,27,MI,421,0.023
F,1943,Nina,26,MI,428,0.023
F,1943,Nadine,21,MI,478,0.018
F,1943,Naomi,17,MI,535,0.015
F,1943,Nola,15,MI,581,0.013
F,1943,Natalie,14,MI,609,0.012
F,1943,Nan,13,MI,633,0.011
F,1943,Nellie,12,MI,666,0.01
F,1943,Nicole,9,MI,770,0.008
F,1943,Norene,9,MI,770,0.008
F,1943,Norine,7,MI,887,0.006
F,1943,Nettie,6,MI,941,0.005
F,1943,Naida,5,MI,1026,0.004
F,1943,Nanci,5,MI,1026,0.004
F,1943,Nedra,5,MI,1026,0.004
F,1943,Nikki,5,MI,1026,0.004
F,1943,Nona,5,MI,1026,0.004
F,1944,Nancy,1152,MI,21,1.108
F,1944,Norma,139,MI,144,0.134
F,1944,Nina,36,MI,351,0.035
F,1944,Nora,32,MI,368,0.031
F,1944,Naomi,27,MI,399,0.026
F,1944,Noreen,19,MI,478,0.018
F,1944,Nellie,17,MI,505,0.016
F,1944,Natalie,15,MI,557,0.014
F,1944,Nadine,14,MI,578,0.013
F,1944,Norene,13,MI,597,0.013
F,1944,Nanette,10,MI,686,0.01
F,1944,Nikki,9,MI,731,0.009
F,1944,Nelda,8,MI,785,0.008
F,1944,Nettie,8,MI,785,0.008
F,1944,Nona,7,MI,836,0.007
F,1944,Nancie,6,MI,915,0.006
F,1944,Nola,6,MI,915,0.006
F,1944,Neva,5,MI,1008,0.005
F,1945,Nancy,1109,MI,19,1.082
F,1945,Norma,121,MI,162,0.118
F,1945,Nora,32,MI,368,0.031
F,1945,Nina,26,MI,414,0.025
F,1945,Noreen,22,MI,445,0.021
F,1945,Naomi,19,MI,478,0.019
F,1945,Nola,14,MI,566,0.014
F,1945,Nadine,13,MI,598,0.013
F,1945,Nellie,12,MI,624,0.012
F,1945,Natalie,10,MI,683,0.01
F,1945,Norene,8,MI,767,0.008
F,1945,Nanette,7,MI,833,0.007
F,1945,Nan,5,MI,976,0.005
F,1945,Nelda,5,MI,976,0.005
F,1946,Nancy,1544,MI,19,1.207
F,1946,Norma,170,MI,153,0.133
F,1946,Nora,35,MI,389,0.027
F,1946,Nadine,27,MI,450,0.021
F,1946,Nina,26,MI,458,0.02
F,1946,Naomi,25,MI,468,0.02
F,1946,Noreen,22,MI,505,0.017
F,1946,Natalie,14,MI,648,0.011
F,1946,Nellie,12,MI,695,0.009
F,1946,Nona,10,MI,755,0.008
F,1946,Nanci,9,MI,797,0.007
F,1946,Nanette,9,MI,797,0.007
F,1946,Nola,9,MI,797,0.007
F,1946,Norene,8,MI,845,0.006
F,1946,Nan,7,MI,910,0.005
F,1946,Norine,7,MI,910,0.005
F,1946,Nettie,6,MI,986,0.005
F,1946,Noel,6,MI,986,0.005
F,1946,Nannette,5,MI,1074,0.004
F,1946,Nicki,5,MI,1074,0.004
F,1946,Nikki,5,MI,1074,0.004
F,1946,Nita,5,MI,1074,0.004
F,1947,Nancy,1849,MI,16,1.241
F,1947,Norma,175,MI,169,0.117
F,1947,Nora,48,MI,357,0.032
F,1947,Noreen,36,MI,421,0.024
F,1947,Nadine,27,MI,486,0.018
F,1947,Nina,26,MI,494,0.017
F,1947,Naomi,23,MI,532,0.015
F,1947,Nan,20,MI,572,0.013
F,1947,Nola,17,MI,628,0.011
F,1947,Nellie,16,MI,643,0.011
F,1947,Natalie,14,MI,694,0.009
F,1947,Nanette,10,MI,824,0.007
F,1947,Nikki,10,MI,824,0.007
F,1947,Noel,8,MI,924,0.005
F,1947,Nona,8,MI,924,0.005
F,1947,Nanci,7,MI,982,0.005
F,1947,Nannette,7,MI,982,0.005
F,1947,Neva,7,MI,982,0.005
F,1947,Norene,7,MI,982,0.005
F,1947,Nancee,6,MI,1064,0.004
F,1947,Nicole,6,MI,1064,0.004
F,1947,Nita,6,MI,1064,0.004
F,1947,Norine,6,MI,1064,0.004
F,1947,Nedra,5,MI,1183,0.003
F,1947,Nelda,5,MI,1183,0.003
F,1948,Nancy,1625,MI,17,1.137
F,1948,Norma,115,MI,214,0.08
F,1948,Nora,50,MI,351,0.035
F,1948,Noreen,40,MI,387,0.028
F,1948,Nina,20,MI,568,0.014
F,1948,Nadine,18,MI,600,0.013
F,1948,Nanette,18,MI,600,0.013
F,1948,Natalie,18,MI,600,0.013
F,1948,Naomi,16,MI,638,0.011
F,1948,Nikki,13,MI,708,0.009
F,1948,Nan,12,MI,738,0.008
F,1948,Nellie,11,MI,770,0.008
F,1948,Norene,11,MI,770,0.008
F,1948,Nanci,9,MI,861,0.006
F,1948,Nicki,8,MI,919,0.006
F,1948,Nona,8,MI,919,0.006
F,1948,Nola,7,MI,1001,0.005
F,1948,Nannette,6,MI,1079,0.004
F,1948,Nicola,6,MI,1079,0.004
F,1948,Neva,5,MI,1162,0.003
F,1948,Norine,5,MI,1162,0.003
F,1949,Nancy,1670,MI,15,1.139
F,1949,Norma,138,MI,196,0.094
F,1949,Nora,41,MI,392,0.028
F,1949,Noreen,33,MI,433,0.023
F,1949,Nadine,31,MI,451,0.021
F,1949,Nina,29,MI,465,0.02
F,1949,Naomi,23,MI,531,0.016
F,1949,Nanette,16,MI,644,0.011
F,1949,Natalie,15,MI,669,0.01
F,1949,Nellie,10,MI,816,0.007
F,1949,Nanci,9,MI,866,0.006
F,1949,Nannette,9,MI,866,0.006
F,1949,Nona,8,MI,919,0.005
F,1949,Norene,8,MI,919,0.005
F,1949,Nan,7,MI,996,0.005
F,1949,Neva,7,MI,996,0.005
F,1949,Nola,7,MI,996,0.005
F,1949,Nettie,6,MI,1079,0.004
F,1949,Nicki,6,MI,1079,0.004
F,1949,Nedra,5,MI,1200,0.003
F,1949,Nikki,5,MI,1200,0.003
