name,State,frequency,state_percentage
Fonda,TX,182,0.00072
Fonda,VA,124,0.00165
Fonda,WA,6,0.00011
Fonda,WV,83,0.00267
Fong,CA,132,0.0004
Fong,MN,5,8e-05
Fonnie,NC,5,5e-05
Fontaine,IL,5,3e-05
Fontella,AL,11,0.00018
Fontella,FL,5,4e-05
Fontella,GA,13,0.00014
Fontella,IL,10,6e-05
Fontella,LA,5,8e-05
Fontella,MD,9,0.00018
Fontella,NC,10,0.00011
Fontella,NY,7,3e-05
Fontella,OH,5,3e-05
Fontella,SC,5,0.0001
Fontella,UT,6,0.00022
Fontella,VA,6,8e-05
Ford,AL,103,0.00169
Ford,AR,35,0.00097
Ford,AZ,151,0.00375
Ford,CA,916,0.00277
Ford,CO,152,0.00384
Ford,CT,40,0.0011
Ford,FL,229,0.00203
Ford,GA,270,0.00291
Ford,HI,9,0.00088
Ford,IA,36,0.00082
Ford,ID,45,0.00344
Ford,IL,241,0.00147
Ford,IN,111,0.00141
Ford,KS,44,0.00126
Ford,KY,178,0.00308
Ford,LA,81,0.00135
Ford,MA,87,0.00107
Ford,MD,49,0.00098
Ford,MI,446,0.00355
Ford,MN,90,0.00147
Ford,MO,117,0.00158
Ford,MS,28,0.00066
Ford,NC,250,0.00263
Ford,NE,43,0.00176
Ford,NJ,66,0.00072
Ford,NV,15,0.00137
Ford,NY,237,0.00092
Ford,OH,213,0.00138
Ford,OK,99,0.00219
Ford,OR,72,0.00239
Ford,PA,218,0.00122
Ford,SC,107,0.00222
Ford,TN,179,0.00254
Ford,TX,830,0.00329
Ford,UT,152,0.0056
Ford,VA,137,0.00182
Ford,WA,126,0.00236
Ford,WI,79,0.00119
Ford,WV,10,0.00032
Fordyce,NY,5,2e-05
Forest,AL,127,0.00208
Forest,AR,137,0.00381
Forest,AZ,64,0.00159
Forest,CA,1275,0.00385
Forest,CO,149,0.00376
Forest,FL,213,0.00189
Forest,GA,338,0.00365
Forest,IA,105,0.00238
Forest,ID,18,0.00138
Forest,IL,349,0.00213
Forest,IN,533,0.00678
Forest,KS,137,0.00391
Forest,KY,644,0.01115
Forest,LA,195,0.00324
Forest,MA,50,0.00061
Forest,MD,15,0.0003
Forest,ME,61,0.00416
Forest,MI,471,0.00375
Forest,MN,65,0.00106
Forest,MO,469,0.00634
Forest,MS,87,0.00206
Forest,NC,571,0.00601
Forest,NJ,17,0.00019
Forest,NV,27,0.00247
Forest,NY,152,0.00059
Forest,OH,1165,0.00758
Forest,OK,263,0.00582
Forest,OR,238,0.00791
Forest,PA,237,0.00133
Forest,SC,96,0.00199
Forest,TN,142,0.00201
Forest,TX,823,0.00326
Forest,UT,58,0.00214
Forest,VA,290,0.00385
Forest,WA,309,0.00578
Forest,WI,174,0.00263
Forest,WV,361,0.01162
Forestine,TN,11,0.00016
Forever,CA,24,7e-05
Forever,FL,13,0.00012
Forney,AL,5,8e-05
Forrest,AK,118,0.02557
Forrest,AL,1176,0.01927
Forrest,AR,708,0.01967
Forrest,AZ,406,0.01007
Forrest,CA,4149,0.01253
Forrest,CO,826,0.02085
Forrest,CT,39,0.00107
Forrest,DC,24,0.00161
Forrest,DE,10,0.00147
Forrest,FL,1329,0.0118
Forrest,GA,1639,0.01768
Forrest,HI,15,0.00147
Forrest,IA,978,0.02221
Forrest,ID,290,0.0222
Forrest,IL,2066,0.01261
Forrest,IN,1798,0.02286
Forrest,KS,958,0.02733
Forrest,KY,1168,0.02022
Forrest,LA,601,0.00999
Forrest,MA,640,0.00784
Forrest,MD,260,0.0052
Forrest,ME,351,0.02394
Forrest,MI,1632,0.01298
Forrest,MN,780,0.01275
Forrest,MO,1844,0.02491
Forrest,MS,506,0.01198
Forrest,MT,159,0.0157
Forrest,NC,1778,0.01872
Forrest,ND,123,0.01086
Forrest,NE,315,0.01291
Forrest,NH,142,0.0136
Forrest,NJ,323,0.00352
Forrest,NM,107,0.00599
Forrest,NV,44,0.00403
Forrest,NY,1123,0.00438
Forrest,OH,2497,0.01624
Forrest,OK,1244,0.02753
Forrest,OR,918,0.03052
Forrest,PA,1971,0.01105
Forrest,RI,6,0.00049
Forrest,SC,520,0.01079
Forrest,SD,112,0.00997
Forrest,TN,1271,0.01802
Forrest,TX,3609,0.01431
Forrest,UT,366,0.01349
Forrest,VA,1647,0.02189
Forrest,VT,75,0.01307
Forrest,WA,1341,0.0251
Forrest,WI,895,0.01354
Forrest,WV,833,0.02681
Forrest,WY,36,0.008
Forster,KY,5,9e-05
Fortino,CA,129,0.00039
Fortino,TX,108,0.00043
Fortuna,NY,11,4e-05
Fortunata,NY,63,0.00025
Fortunata,PA,5,3e-05
Fortunato,CA,15,5e-05
Fortunato,NJ,5,5e-05
Fortunato,NY,69,0.00027
Fortunato,TX,106,0.00042
Fortune,NY,39,0.00015
Foster,AL,377,0.00618
Foster,AR,50,0.00139
Foster,AZ,5,0.00012
Foster,CA,199,0.0006
Foster,CO,61,0.00154
Foster,FL,173,0.00154
Foster,GA,341,0.00368
Foster,IA,33,0.00075
Foster,ID,6,0.00046
Foster,IL,170,0.00104
Foster,IN,176,0.00224
Foster,KS,26,0.00074
Foster,KY,380,0.00658
Foster,LA,362,0.00602
Foster,MA,62,0.00076
Foster,MD,22,0.00044
Foster,MI,204,0.00162
Foster,MN,41,0.00067
Foster,MO,89,0.0012
Foster,MS,51,0.00121
Foster,NC,404,0.00425
Foster,NE,21,0.00086
Foster,NJ,42,0.00046
Foster,NY,402,0.00157
Foster,OH,468,0.00304
Foster,OK,100,0.00221
Foster,OR,16,0.00053
Foster,PA,607,0.0034
Foster,SC,283,0.00587
Foster,SD,6,0.00053
Foster,TN,214,0.00303
Foster,TX,754,0.00299
Foster,UT,63,0.00232
Foster,VA,107,0.00142
Foster,WA,48,0.0009
Foster,WI,58,0.00088
Foster,WV,169,0.00544
Fotima,NY,28,0.00011
Fotini,NY,59,0.00023
Fouad,CA,10,3e-05
Fouad,NY,5,2e-05
Fowler,TN,5,7e-05
Fox,AL,11,0.00018
Fox,AR,6,0.00017
Fox,AZ,78,0.00193
Fox,CA,499,0.00151
Fox,CO,51,0.00129
Fox,FL,145,0.00129
Fox,GA,78,0.00084
Fox,IA,21,0.00048
Fox,ID,5,0.00038
Fox,IL,83,0.00051
Fox,IN,42,0.00053
Fox,KS,12,0.00034
Fox,KY,22,0.00038
Fox,MA,11,0.00013
Fox,MD,27,0.00054
Fox,ME,6,0.00041
Fox,MI,95,0.00076
Fox,MN,37,0.0006
Fox,MO,47,0.00063
Fox,NC,68,0.00072
Fox,NJ,12,0.00013
Fox,NV,12,0.0011
Fox,NY,109,0.00042
Fox,OH,83,0.00054
Fox,OK,12,0.00027
Fox,OR,104,0.00346
Fox,PA,94,0.00053
Fox,TN,64,0.00091
Fox,TX,238,0.00094
Fox,UT,70,0.00258
Fox,VA,41,0.00054
Fox,WA,151,0.00283
Fox,WI,51,0.00077
Foy,AL,305,0.005
Foy,AR,5,0.00014
Foy,FL,5,4e-05
Foy,GA,55,0.00059
Foy,NC,269,0.00283
Foy,OK,59,0.00131
Foy,TX,363,0.00144
Foy,VA,5,7e-05
Foye,AL,6,0.0001
Foye,TX,5,2e-05
Fozie,GA,5,5e-05
Fradel,NJ,6,7e-05
Fradel,NY,403,0.00157
Frady,NY,294,0.00115
Fraida,NJ,84,0.00092
Fraida,NY,304,0.00118
Fraidy,NJ,81,0.00088
Fraidy,NY,881,0.00343
Fran,AL,50,0.00082
Fran,CA,174,0.00053
Fran,FL,62,0.00055
Fran,GA,138,0.00149
Fran,IL,183,0.00112
Fran,IN,46,0.00058
Fran,KY,16,0.00028
Fran,LA,93,0.00155
Fran,MA,5,6e-05
Fran,MD,39,0.00078
Fran,MI,110,0.00087
Fran,MN,8,0.00013
Fran,MO,26,0.00035
Fran,MS,15,0.00036
Fran,NC,78,0.00082
Fran,NJ,153,0.00167
Fran,NY,1186,0.00462
Fran,OH,115,0.00075
Fran,PA,186,0.00104
Fran,SC,49,0.00102
Fran,TN,30,0.00043
Fran,TX,168,0.00067
Fran,VA,11,0.00015
Franca,IL,5,3e-05
Franca,NJ,5,5e-05
Franca,NY,118,0.00046
France,AL,5,8e-05
France,GA,5,5e-05
France,MS,5,0.00012
Francelia,LA,5,8e-05
Francelina,MA,12,0.00015
Francella,CA,5,2e-05
Francely,CA,5,2e-05
Francely,TX,5,2e-05
Francena,FL,5,4e-05
Francena,SC,180,0.00374
Francene,CA,82,0.00025
Francene,IL,40,0.00024
Francene,MI,5,4e-05
Francene,NJ,11,0.00012
Francene,NY,102,0.0004
Francene,OH,16,0.0001
Francene,PA,43,0.00024
Francene,TX,23,9e-05
Francenia,SC,23,0.00048
Frances,AK,287,0.0622
Frances,AL,14607,0.23931
Frances,AR,7570,0.21027
Frances,AZ,4207,0.10436
Frances,CA,26354,0.07961
Frances,CO,5231,0.13207
Frances,CT,7251,0.19901
Frances,DC,3362,0.22516
Frances,DE,1323,0.195
Frances,FL,9810,0.0871
Frances,GA,19730,0.21278
Frances,HI,1759,0.17194
Frances,IA,6912,0.15694
Frances,ID,1328,0.10166
Frances,IL,25586,0.15611
Frances,IN,10016,0.12732
Frances,KS,5928,0.16912
Frances,KY,11290,0.1954
Frances,LA,8424,0.14009
Frances,MA,16205,0.19853
Frances,MD,8858,0.17705
Frances,ME,2927,0.19967
Frances,MI,16287,0.12956
Frances,MN,6424,0.10502
Frances,MO,12620,0.17047
Frances,MS,9190,0.21762
Frances,MT,2066,0.20402
Frances,NC,22110,0.23277
Frances,ND,2220,0.19592
Frances,NE,3961,0.1623
Frances,NH,1227,0.11755
Frances,NJ,17080,0.18633
Frances,NM,4084,0.22861
Frances,NV,324,0.02967
Frances,NY,60259,0.23477
Frances,OH,20178,0.1312
Frances,OK,8324,0.18425
Frances,OR,3192,0.10613
Frances,PA,38730,0.21715
Frances,RI,2434,0.20001
Frances,SC,15292,0.31734
Frances,SD,1891,0.16826
Frances,TN,15573,0.22078
Frances,TX,32741,0.12985
Frances,UT,1258,0.04637
Frances,VA,19414,0.25804
Frances,VT,1029,0.17929
Frances,WA,5287,0.09894
Frances,WI,6532,0.0988
Frances,WV,8495,0.27346
Frances,WY,875,0.19442
Francesc,NY,24,9e-05
Francesca,AL,41,0.00067
Francesca,AR,7,0.00019
Francesca,AZ,358,0.00888
Francesca,CA,4835,0.01461
Francesca,CO,371,0.00937
Francesca,CT,766,0.02102
Francesca,DC,118,0.0079
Francesca,DE,26,0.00383
Francesca,FL,2189,0.01943
Francesca,GA,361,0.00389
Francesca,HI,16,0.00156
Francesca,IA,39,0.00089
Francesca,ID,11,0.00084
Francesca,IL,2170,0.01324
Francesca,IN,266,0.00338
Francesca,KS,58,0.00165
Francesca,KY,28,0.00048
Francesca,LA,251,0.00417
Francesca,MA,1371,0.0168
Francesca,MD,439,0.00877
Francesca,ME,5,0.00034
Francesca,MI,839,0.00667
Francesca,MN,310,0.00507
Francesca,MO,329,0.00444
Francesca,MS,24,0.00057
Francesca,NC,370,0.0039
Francesca,NE,23,0.00094
Francesca,NH,21,0.00201
Francesca,NJ,2564,0.02797
Francesca,NM,139,0.00778
Francesca,NV,141,0.01291
Francesca,NY,5999,0.02337
Francesca,OH,1012,0.00658
Francesca,OK,29,0.00064
Francesca,OR,153,0.00509
Francesca,PA,1841,0.01032
Francesca,RI,157,0.0129
Francesca,SC,89,0.00185
Francesca,TN,91,0.00129
Francesca,TX,1421,0.00564
Francesca,UT,30,0.00111
Francesca,VA,569,0.00756
Francesca,VT,5,0.00087
Francesca,WA,407,0.00762
Francesca,WI,324,0.0049
Francesca,WV,6,0.00019
Francesco,AZ,5,0.00012
Francesco,CA,566,0.00171
Francesco,CT,157,0.00431
Francesco,DC,5,0.00033
Francesco,FL,407,0.00361
Francesco,IL,507,0.00309
Francesco,MA,336,0.00412
Francesco,MD,11,0.00022
Francesco,MI,181,0.00144
Francesco,NC,5,5e-05
Francesco,NJ,829,0.00904
Francesco,NY,2615,0.01019
Francesco,OH,29,0.00019
Francesco,PA,416,0.00233
Francesco,RI,5,0.00041
Francesco,TX,81,0.00032
Francesco,VA,17,0.00023
Franceska,CA,6,2e-05
Franceska,NY,5,2e-05
Francessca,CA,5,2e-05
Franchelle,TX,6,2e-05
Franchesca,AZ,5,0.00012
Franchesca,CA,720,0.00217
Franchesca,CT,17,0.00047
Franchesca,FL,342,0.00304
Franchesca,GA,21,0.00023
Franchesca,IL,79,0.00048
Franchesca,LA,5,8e-05
Franchesca,MA,74,0.00091
Franchesca,MI,17,0.00014
Franchesca,MS,5,0.00012
Franchesca,NC,10,0.00011
Franchesca,NJ,192,0.00209
Franchesca,NM,38,0.00213
Franchesca,NY,530,0.00206
Franchesca,OH,5,3e-05
Franchesca,PA,66,0.00037
Franchesca,TN,5,7e-05
Franchesca,TX,340,0.00135
Franchesca,VA,6,8e-05
Francheska,CA,119,0.00036
Francheska,CT,10,0.00027
Francheska,FL,182,0.00162
Francheska,MA,21,0.00026
Francheska,MS,12,0.00028
Francheska,NJ,45,0.00049
Francheska,NY,256,0.001
Francheska,PA,28,0.00016
Francheska,SC,6,0.00012
Francheska,TX,90,0.00036
Franchot,PA,5,3e-05
Francia,CA,109,0.00033
Francia,TX,19,8e-05
Francico,TX,5,2e-05
Francie,CA,103,0.00031
Francie,GA,6,6e-05
Francie,IL,13,8e-05
Francie,IN,5,6e-05
Francie,MI,5,4e-05
Francie,MS,15,0.00036
Francie,NY,34,0.00013
Francie,OH,5,3e-05
Francie,PA,5,3e-05
Francie,TX,37,0.00015
Francie,WA,5,9e-05
Francies,AL,11,0.00018
Francies,AR,6,0.00017
Francies,LA,5,8e-05
Francies,MS,10,0.00024
Francies,TX,27,0.00011
Francile,OK,5,0.00011
Francille,OK,5,0.00011
Francina,CA,6,2e-05
Francina,FL,119,0.00106
Francina,GA,5,5e-05
Francina,NY,56,0.00022
Francina,SC,186,0.00386
Francine,AK,5,0.00108
Francine,AL,231,0.00378
Francine,AR,24,0.00067
Francine,AZ,331,0.00821
Francine,CA,3852,0.01164
Francine,CO,174,0.00439
Francine,CT,513,0.01408
Francine,DC,412,0.02759
Francine,DE,20,0.00295
Francine,FL,578,0.00513
Francine,GA,420,0.00453
Francine,HI,403,0.03939
Francine,IA,108,0.00245
Francine,IL,2144,0.01308
Francine,IN,231,0.00294
Francine,KS,55,0.00157
Francine,KY,71,0.00123
Francine,LA,312,0.00519
Francine,MA,984,0.01206
Francine,MD,526,0.01051
Francine,ME,75,0.00512
Francine,MI,1010,0.00803
Francine,MN,168,0.00275
Francine,MO,331,0.00447
Francine,MS,156,0.00369
Francine,MT,7,0.00069
Francine,NC,339,0.00357
Francine,ND,8,0.00071
Francine,NE,40,0.00164
Francine,NH,25,0.0024
Francine,NJ,2060,0.02247
Francine,NM,336,0.01881
Francine,NY,9089,0.03541
Francine,OH,1295,0.00842
Francine,OK,106,0.00235
Francine,OR,60,0.00199
Francine,PA,2542,0.01425
Francine,RI,127,0.01044
Francine,SC,185,0.00384
Francine,SD,35,0.00311
Francine,TN,152,0.00215
Francine,TX,862,0.00342
Francine,UT,45,0.00166
Francine,VA,498,0.00662
Francine,VT,25,0.00436
Francine,WA,229,0.00429
Francine,WI,269,0.00407
Francine,WV,71,0.00229
Francis,AK,116,0.02514
Francis,AL,2244,0.03676
Francis,AR,1681,0.04669
Francis,AZ,1118,0.02773
Francis,CA,10361,0.0313
Francis,CO,1468,0.03706
Francis,CT,7993,0.21938
Francis,DC,2442,0.16355
Francis,DE,1862,0.27444
Francis,FL,3922,0.03482
Francis,GA,2884,0.0311
Francis,HI,1873,0.18309
Francis,IA,4801,0.10901
Francis,ID,526,0.04027
Francis,IL,12888,0.07863
Francis,IN,4597,0.05844
Francis,KS,3665,0.10456
Francis,KY,3349,0.05796
Francis,LA,4958,0.08245
Francis,MA,29045,0.35584
Francis,MD,7084,0.1416
Francis,ME,2160,0.14735
Francis,MI,8898,0.07078
Francis,MN,5219,0.08532
Francis,MO,6070,0.08199
Francis,MS,2115,0.05008
Francis,MT,1119,0.1105
Francis,NC,3422,0.03603
Francis,ND,1421,0.12541
Francis,NE,2565,0.1051
Francis,NH,1683,0.16124
Francis,NJ,14197,0.15488
Francis,NM,662,0.03706
Francis,NV,92,0.00842
Francis,NY,43057,0.16775
Francis,OH,9437,0.06136
Francis,OK,2420,0.05356
Francis,OR,1186,0.03943
Francis,PA,43845,0.24583
Francis,RI,3060,0.25145
Francis,SC,3565,0.07398
Francis,SD,1717,0.15278
Francis,TN,1985,0.02814
Francis,TX,7579,0.03006
Francis,UT,572,0.02109
Francis,VA,3964,0.05269
Francis,VT,1924,0.33522
Francis,WA,2142,0.04009
Francis,WI,6168,0.0933
Francis,WV,2041,0.0657
Francis,WY,299,0.06644
Francisc,NY,7,3e-05
Francisca,AZ,717,0.01779
Francisca,CA,2436,0.00736
Francisca,CO,10,0.00025
Francisca,FL,186,0.00165
Francisca,GA,5,5e-05
Francisca,HI,11,0.00108
Francisca,IL,165,0.00101
Francisca,MA,5,6e-05
Francisca,NC,5,5e-05
Francisca,NJ,5,5e-05
Francisca,NM,95,0.00532
Francisca,NY,370,0.00144
Francisca,TX,5492,0.02178
Francisca,WA,15,0.00028
Francisco,AL,356,0.00583
Francisco,AR,264,0.00733
Francisco,AZ,8744,0.21691
Francisco,CA,46552,0.14062
Francisco,CO,2004,0.0506
Francisco,CT,728,0.01998
Francisco,DC,201,0.01346
Francisco,DE,12,0.00177
Francisco,FL,4774,0.04239
Francisco,GA,1341,0.01446
Francisco,HI,282,0.02757
Francisco,IA,248,0.00563
Francisco,ID,315,0.02411
Francisco,IL,6150,0.03752
Francisco,IN,783,0.00995
Francisco,KS,635,0.01812
Francisco,KY,155,0.00268
Francisco,LA,165,0.00274
Francisco,MA,1187,0.01454
Francisco,MD,492,0.00983
Francisco,MI,1259,0.01001
Francisco,MN,364,0.00595
Francisco,MO,278,0.00376
Francisco,MS,36,0.00085
Francisco,NC,1161,0.01222
Francisco,NE,296,0.01213
Francisco,NJ,2295,0.02504
Francisco,NM,2667,0.14929
Francisco,NV,1090,0.09982
Francisco,NY,8136,0.0317
Francisco,OH,739,0.00481
Francisco,OK,551,0.0122
Francisco,OR,956,0.03179
Francisco,PA,1129,0.00633
Francisco,RI,100,0.00822
Francisco,SC,289,0.006
Francisco,TN,483,0.00685
Francisco,TX,36688,0.1455
Francisco,UT,519,0.01913
Francisco,VA,649,0.00863
Francisco,WA,1722,0.03223
Francisco,WI,549,0.0083
Franciscojavier,CA,52,0.00016
Franciso,CA,31,9e-05
Franciso,TX,28,0.00011
Franciszek,IL,11,7e-05
Franciszek,NY,6,2e-05
Franco,AL,5,8e-05
Franco,AZ,163,0.00404
Franco,CA,1727,0.00522
Franco,CO,31,0.00078
Franco,CT,10,0.00027
Franco,FL,765,0.00679
Franco,GA,114,0.00123
Franco,IL,463,0.00282
Franco,IN,5,6e-05
Franco,MA,51,0.00062
Franco,MD,38,0.00076
Franco,MI,31,0.00025
Franco,NC,117,0.00123
Franco,NJ,402,0.00439
Franco,NM,10,0.00056
Franco,NV,16,0.00147
Franco,NY,900,0.00351
Franco,OH,83,0.00054
Franco,PA,258,0.00145
Franco,TN,6,9e-05
Franco,TX,1214,0.00481
Franco,UT,17,0.00063
Franco,VA,37,0.00049
Franco,WA,87,0.00163
Franco,WI,18,0.00027
Francois,CA,113,0.00034
Francois,FL,16,0.00014
Francois,IL,10,6e-05
Francois,LA,5,8e-05
Francois,NY,143,0.00056
Francoise,CA,5,2e-05
Francoise,FL,5,4e-05
Francoise,NY,28,0.00011
Frandy,FL,5,4e-05
Frandy,NY,12,5e-05
Frania,CA,5,2e-05
Frank,AK,1044,0.22627
Frank,AL,14200,0.23264
Frank,AR,6260,0.17389
Frank,AZ,9566,0.2373
Frank,CA,67684,0.20445
Frank,CO,8758,0.22112
Frank,CT,16297,0.44729
Frank,DC,3891,0.26059
Frank,DE,1784,0.26294
Frank,FL,17234,0.15301
Frank,GA,16707,0.18018
Frank,HI,2346,0.22932
Frank,IA,6321,0.14352
Frank,ID,2176,0.16658
Frank,IL,50974,0.31101
Frank,IN,12234,0.15552
Frank,KS,6940,0.198
Frank,KY,9941,0.17206
Frank,LA,14844,0.24686
Frank,MA,25623,0.31391
Frank,MD,10705,0.21397
Frank,ME,3539,0.24142
Frank,MI,29372,0.23364
Frank,MN,8359,0.13665
Frank,MO,14405,0.19458
Frank,MS,11252,0.26645
Frank,MT,2917,0.28806
Frank,NC,14824,0.15606
Frank,ND,2176,0.19204
Frank,NE,5219,0.21385
Frank,NH,2149,0.20589
Frank,NJ,47209,0.51501
Frank,NM,6372,0.35669
Frank,NV,1467,0.13434
Frank,NY,123208,0.48001
Frank,OH,39155,0.25459
Frank,OK,7888,0.17459
Frank,OR,4401,0.14633
Frank,PA,75720,0.42455
Frank,RI,5428,0.44604
Frank,SC,11478,0.23819
Frank,SD,1712,0.15233
Frank,TN,12447,0.17646
Frank,TX,42202,0.16737
Frank,UT,3303,0.12176
Frank,VA,14021,0.18636
Frank,VT,1324,0.23068
Frank,WA,8329,0.15587
Frank,WI,11909,0.18014
Frank,WV,8080,0.2601
Frank,WY,1400,0.31108
Frankee,CA,17,5e-05
Franki,CA,62,0.00019
Franki,PA,5,3e-05
Frankie,AK,6,0.0013
Frankie,AL,3141,0.05146
Frankie,AR,2354,0.06539
Frankie,AZ,1203,0.02984
Frankie,CA,7323,0.02212
Frankie,CO,707,0.01785
Frankie,CT,141,0.00387
Frankie,DC,37,0.00248
Frankie,FL,2707,0.02403
Frankie,GA,4133,0.04457
Frankie,IA,139,0.00316
Frankie,ID,42,0.00322
Frankie,IL,1941,0.01184
Frankie,IN,729,0.00927
Frankie,KS,541,0.01543
Frankie,KY,2044,0.03538
Frankie,LA,2093,0.03481
Frankie,MA,218,0.00267
Frankie,MD,159,0.00318
Frankie,MI,864,0.00687
Frankie,MN,126,0.00206
Frankie,MO,1763,0.02381
Frankie,MS,2973,0.0704
Frankie,MT,6,0.00059
Frankie,NC,3843,0.04046
Frankie,ND,11,0.00097
Frankie,NE,68,0.00279
Frankie,NJ,822,0.00897
Frankie,NM,939,0.05256
Frankie,NV,115,0.01053
Frankie,NY,3550,0.01383
Frankie,OH,1370,0.00891
Frankie,OK,2691,0.05956
Frankie,OR,127,0.00422
Frankie,PA,861,0.00483
Frankie,SC,2466,0.05117
Frankie,SD,5,0.00044
Frankie,TN,3103,0.04399
Frankie,TX,8291,0.03288
Frankie,UT,159,0.00586
Frankie,VA,1489,0.01979
Frankie,WA,338,0.00633
Frankie,WI,159,0.00241
Frankie,WV,1187,0.03821
Franklin,AK,148,0.03208
Franklin,AL,4151,0.06801
Franklin,AR,2271,0.06308
Franklin,AZ,1046,0.02595
Franklin,CA,7282,0.022
Franklin,CO,1189,0.03002
Franklin,CT,953,0.02616
Franklin,DC,1067,0.07146
Franklin,DE,481,0.07089
Franklin,FL,4710,0.04182
Franklin,GA,6357,0.06856
Franklin,HI,596,0.05826
Franklin,IA,1596,0.03624
Franklin,ID,325,0.02488
Franklin,IL,4808,0.02934
Franklin,IN,3157,0.04013
Franklin,KS,1382,0.03943
Franklin,KY,3859,0.06679
Franklin,LA,1321,0.02197
Franklin,MA,2121,0.02598
Franklin,MD,3638,0.07272
Franklin,ME,653,0.04455
Franklin,MI,4044,0.03217
Franklin,MN,1723,0.02817
Franklin,MO,3080,0.04161
Franklin,MS,1810,0.04286
Franklin,MT,293,0.02893
Franklin,NC,6989,0.07358
Franklin,ND,234,0.02065
Franklin,NE,807,0.03307
Franklin,NH,198,0.01897
Franklin,NJ,3258,0.03554
Franklin,NM,528,0.02956
Franklin,NV,119,0.0109
Franklin,NY,8760,0.03413
Franklin,OH,6886,0.04477
Franklin,OK,2129,0.04712
Franklin,OR,918,0.03052
Franklin,PA,8650,0.0485
Franklin,RI,105,0.00863
Franklin,SC,5012,0.10401
Franklin,SD,349,0.03105
Franklin,TN,4464,0.06329
Franklin,TX,6271,0.02487
Franklin,UT,686,0.02529
Franklin,VA,5886,0.07823
Franklin,VT,107,0.01864
Franklin,WA,1489,0.02787
Franklin,WI,2096,0.0317
Franklin,WV,4353,0.14013
Franklin,WY,98,0.02178
Franklyn,CA,209,0.00063
Franklyn,CT,27,0.00074
Franklyn,FL,102,0.00091
Franklyn,GA,5,5e-05
Franklyn,IA,10,0.00023
Franklyn,IL,81,0.00049
Franklyn,MA,23,0.00028
Franklyn,MI,63,0.0005
Franklyn,MN,15,0.00025
Franklyn,NJ,176,0.00192
Franklyn,NY,1487,0.00579
Franklyn,OH,92,0.0006
Franklyn,PA,97,0.00054
Franklyn,SC,28,0.00058
Franklyn,TX,15,6e-05
Franklyn,WA,5,9e-05
Franklyn,WI,53,0.0008
Franko,CA,5,2e-05
Franko,FL,5,4e-05
Franko,TX,16,6e-05
Franky,AL,10,0.00016
Franky,CA,622,0.00188
Franky,FL,75,0.00067
Franky,GA,10,0.00011
Franky,IL,10,6e-05
Franky,MS,5,0.00012
Franky,NC,5,5e-05
Franky,NJ,6,7e-05
Franky,NY,209,0.00081
Franky,TX,173,0.00069
Frankye,TX,5,2e-05
Frann,NY,5,2e-05
Franne,NY,5,2e-05
Fransheska,MA,6,7e-05
Fransheska,NY,16,6e-05
Fransheska,PA,5,3e-05
Fransico,CA,105,0.00032
Fransico,FL,7,6e-05
Fransico,TX,94,0.00037
Fransisca,TX,118,0.00047
Fransisco,AZ,36,0.00089
Fransisco,CA,788,0.00238
Fransisco,CO,5,0.00013
Fransisco,FL,16,0.00014
Fransisco,IL,12,7e-05
Fransisco,NC,6,6e-05
Fransisco,NM,5,0.00028
Fransisco,NY,10,4e-05
Fransisco,TX,934,0.0037
Frantz,FL,283,0.00251
Frantz,NY,353,0.00138
Frantzy,FL,5,4e-05
Franyeli,TX,20,8e-05
Franz,CA,185,0.00056
Franz,FL,10,9e-05
Franz,IL,29,0.00018
Franz,MN,5,8e-05
Franz,NJ,6,7e-05
Franz,NY,145,0.00056
Franz,OH,5,3e-05
Franz,PA,5,3e-05
Franz,TX,24,0.0001
Franz,VA,5,7e-05
Fraser,PA,5,3e-05
Frayda,NY,6,2e-05
Frazier,AL,67,0.0011
Frazier,GA,10,0.00011
Frazier,MS,6,0.00014
Frazier,NC,10,0.00011
Frazier,SC,10,0.00021
Frazier,TN,21,0.0003
Frazier,TX,6,2e-05
Frazier,VA,12,0.00016
Fred,AK,377,0.08171
Fred,AL,8751,0.14337
Fred,AR,4699,0.13053
Fred,AZ,2163,0.05366
Fred,CA,18839,0.05691
Fred,CO,3871,0.09773
Fred,CT,3227,0.08857
Fred,DC,1146,0.07675
Fred,DE,425,0.06264
Fred,FL,5948,0.05281
Fred,GA,9465,0.10208
Fred,HI,706,0.06901
Fred,IA,4044,0.09182
Fred,ID,1315,0.10067
Fred,IL,17673,0.10783
Fred,IN,6934,0.08815
Fred,KS,3589,0.10239
Fred,KY,6343,0.10978
Fred,LA,4812,0.08002
Fred,MA,5781,0.07082
Fred,MD,2311,0.04619
Fred,ME,1509,0.10294
Fred,MI,11415,0.0908
Fred,MN,3594,0.05876
Fred,MO,7586,0.10247
Fred,MS,6568,0.15553
Fred,MT,1446,0.1428
Fred,NC,11944,0.12574
Fred,ND,1152,0.10167
Fred,NE,2579,0.10568
Fred,NH,817,0.07827
Fred,NJ,9791,0.10681
Fred,NM,2105,0.11783
Fred,NV,303,0.02775
Fred,NY,25538,0.09949
Fred,OH,15220,0.09896
Fred,OK,5151,0.11401
Fred,OR,2387,0.07936
Fred,PA,19230,0.10782
Fred,RI,869,0.07141
Fred,SC,6841,0.14196
Fred,SD,998,0.0888
Fred,TN,9591,0.13597
Fred,TX,15906,0.06308
Fred,UT,1752,0.06458
Fred,VA,6888,0.09155
